Vader
0.0
0.3612
0.0
-0.8402
0.0
0.2023
0.0
0.2023
0.0
0.2023
0.9924
0.9259
0.8869
0.4404
0.0
0.4215
-0.0258
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.996
0.0
0.2023
0.0
-0.9936
0.2023
0.2023
0.7351
0.7096
-0.34
0.2023
0.8588
0.0
0.0
0.2023
-0.1779
-0.9958
0.3612
0.0
0.7879
0.0
0.0534
-0.434
0.0
0.6486
-0.434
0.9967
0.6124
-0.9593
0.0
0.3264
0.0
0.0
0.0
0.2023
0.0
0.0
-0.0772
-0.4594
0.4939
0.0
0.8817
0.3612
0.4588
0.4404
0.0
-0.25
0.4939
0.0
0.1027
-0.9965
-0.3939
-0.1511
0.6767
0.0
0.1901
0.4696
0.4019
0.4939
0.9759
0.34
0.0
-0.34
0.0
0.0
0.5719
0.0
0.296
0.0
-0.9423
0.0
-0.3612
-0.4767
0.296
0.0
0.0
0.0772
0.0
0.0
0.0
0.2023
0.0
0.4215
0.8988
0.0
-0.0127
-0.5956
0.0
0.0
0.0
-0.5859
0.4754
0.0
0.0
0.4404
0.0
0.0
0.4019
0.0
-0.8316
-0.9382
0.4215
-0.5574
0.0
0.5902
-0.0516
0.0
0.0124
0.9923
0.0
0.0
0.2023
0.0
0.6369
0.0
-0.5574
0.0
-0.8271
0.0
0.0
0.0
-0.34
0.9184
-0.5574
0.0
-0.9996
-0.9978
0.0
0.0
0.2023
0.0
0.0
0.9612
0.0772
0.0
0.0
0.0
0.4019
0.0
0.6908
0.2023
0.0772
-0.3818
0.4404
0.4404
0.3818
0.0
-0.2732
0.6476
0.0
0.0
0.6114
0.0
-0.9894
0.0
0.0
0.2023
-0.7505
0.6124
-0.9961
1.0
0.0772
0.0
0.2023
-0.34
-0.7096
0.6249
-0.4767
-0.34
-0.34
0.5719
0.4404
0.0
0.0
-0.4404
0.6808
0.2023
0.0
0.0772
0.7964
0.4767
-0.34
0.2023
-0.9947
0.0
