meanExp,defeats,meanIAT,victories,redReferee,weight,yellowReferee,seIAT,height,seExp,ties,goals,games,allCards,mean_rater,age,England,France,Germany,Spain,Attacking Midfielder,Center Back,Center Forward,Center Midfielder,Defensive Midfielder,Goalkeeper,Left Fullback,Left Midfielder,Left Winger,Right Fullback,Right Midfielder,Right Winger
0.5810869926120658,476,0.3678902640426615,267,0.03961438674695983,82.0,1.2798668005908433,0.0002481552111833458,186.0,0.0011169893652745828,331,31,1074,3,0.0,28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.3606481342141318,286,0.33739239225501416,513,0.011699735912433626,68.0,0.5467367152406086,0.00027083382027950166,170.0,0.001120993661114208,343,94,1142,3,0.0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.7694613544522438,141,0.37231589065039045,285,0.0028438475265562917,73.0,0.35383826496515064,0.0005433111211845051,175.0,0.002824608723069642,122,117,548,1,0.0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.36962201842788456,235,0.3404452015544671,206,0.0,68.0,0.23089083979088784,0.00011348178045937591,175.0,0.0005224599886001069,143,3,584,1,0.0,26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.4716590038488592,372,0.35429110816308657,676,0.009578470591836355,80.0,0.37528255409548544,0.0002579643024040564,187.0,0.001182891992248179,260,123,1308,6,0.0,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5882973115445455,264,0.36989359418717316,276,0.0,66.0,0.5946220159682636,0.00022948964086646364,174.0,0.0010016473064931063,165,69,705,0,0.0,28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.37633414200942555,14,0.33229214333416546,6,0.0,72.0,0.031051602091284002,6.776065778270325e-05,180.0,0.0003035650402051353,23,2,43,0,1.0,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5882973115445439,1,0.3698935941871721,0,0.0,77.0,0.0,0.00022948964086646402,185.0,0.00100164730649311,1,0,2,0,0.0,23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.4027201859638685,535,0.3347049983018008,1266,0.0,74.0,0.5712802725916661,0.000640496845641179,182.0,0.002896108567805002,472,83,2273,1,1.0,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.5800197121199095,60,0.3681977118884943,67,0.014091042731348764,68.0,0.14391101250675806,0.00023168556583937771,180.0,0.001011255113555002,27,4,154,1,0.0,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.4290659555063032,220,0.3432948840320251,1273,0.011765594033781673,92.0,0.23380906621790717,0.0002860502776079299,188.0,0.0014504395165353665,415,207,1908,2,1.0,34,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.4417092726545126,349,0.348510022892497,248,0.0,75.0,0.33305099502525376,0.00012122429499890722,174.0,0.000522127830034671,124,69,721,1,0.0,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3476960303619077,237,0.33734588881416294,291,0.0,85.0,0.15931237646878016,7.766517058523432e-05,183.0,0.0003542591468203563,169,100,697,0,0.0,27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3359668924003007,45,0.3366281626427213,51,0.0,72.0,0.01801593897436666,5.4540251130763845e-05,183.0,0.00022506163657901715,14,5,110,0,0.0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.3573135959692185,1363,0.3387375148372979,1507,0.05622311605622781,92.0,0.5128770557749861,8.439392915652772e-05,193.0,0.00035985097425528565,953,313,3823,7,0.0,34,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.4625530286941864,370,0.3608309278610654,368,0.0,83.0,0.07443077695103277,0.0002190907343397111,188.0,0.001028310668020273,244,0,982,0,0.0,40,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.34303930765648777,1708,0.3373031386025482,1654,0.0,84.0,0.5262636815835845,6.319917703729902e-05,196.0,0.00026360885508905536,1124,1396,4486,2,0.0,34,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.5971703527028288,62,0.36113164706389295,114,0.0,72.0,0.11747420371222372,0.00029264965708363026,173.0,0.0013697390665156962,48,8,224,1,0.0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3384844042318561,59,0.3372716179601063,68,0.0,83.0,0.004367500357422221,5.684440767584835e-05,189.0,0.00023630976523019218,36,0,163,0,0.0,25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4849294709109929,232,0.3400937689132862,274,0.0,68.0,0.21232703892070443,0.0002609074356411348,180.0,0.0011901521117012076,191,36,697,0,1.0,31,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.38512754766300744,495,0.3428905189408432,1051,0.0031165852138336646,70.0,0.46998286866463457,0.0002651757153820102,176.0,0.0010532829043474114,461,597,2007,2,1.0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4200594766748088,207,0.3425898557344054,317,0.0030131234391823484,73.0,0.2063761780293072,0.0004621333812967466,174.0,0.0024099095521549364,172,159,696,3,1.0,25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5874847634667704,883,0.3683908164707299,713,0.050727753832855535,80.0,1.2006533648005313,0.0002418046898084969,183.0,0.0010807588656069123,453,158,2049,11,0.0,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.567885423480721,346,0.3706010233420155,950,0.0012757514282889053,73.0,0.33434195289637814,0.0008709588736812763,170.0,0.004987280472156665,289,451,1585,3,0.0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.5816369083471756,545,0.3691533079626802,497,0.0,73.0,0.2925450110419841,0.00022978824412303754,175.0,0.001002573049349946,298,282,1340,0,0.0,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.5590680892597879,253,0.3655371516789227,177,0.03721129730996954,68.0,0.4186270947371574,0.0010505579773230165,174.0,0.004787599205282004,101,28,531,1,1.0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.3834268700598484,155,0.3401440059416861,159,0.01785650588609793,68.0,0.2470334938085044,0.00011364671821779076,169.0,0.0005164296365453376,79,11,393,2,0.0,29,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.38132561063584264,982,0.33862986480566964,1640,0.00564489736197292,79.0,0.6355436029877088,0.0003083749870960337,190.0,0.0012860101406749604,1063,264,3685,7,1.0,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.39034451849296753,10,0.34053884075452406,36,0.0,88.0,0.0,0.00028688762906561036,190.0,0.0013159848682947172,20,0,66,0,1.0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5906756737676816,164,0.37002682711929324,94,0.016810366767223087,76.0,0.575755061777391,0.00023410541115969225,183.0,0.0010246149450254113,120,10,378,2,0.0,26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.5454909101533458,954,0.3618296140017044,1343,0.08710826415742882,87.0,0.3677302544466296,0.0003825472892604401,186.0,0.001984250518078253,572,1467,2869,5,0.0,31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.5882973115445479,680,0.3698935941871741,446,0.0,80.0,0.4884163760733653,0.00022948964086646356,178.0,0.0010016473064931048,481,25,1607,3,0.0,38,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.5640634370049923,52,0.36392648217322665,41,0.0,69.0,0.1514476034031055,0.00034607276053759807,180.0,0.0016208192772118105,28,3,121,0,0.0,22,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5613591139565104,304,0.3632609281983775,192,0.0,71.0,0.13349260881492986,0.00024759806599626745,182.0,0.00112444710655773,116,133,612,0,0.0,26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.5882973115445439,13,0.36989359418717194,7,0.0,80.0,0.02661641404810322,0.000229489640866464,182.0,0.00100164730649311,10,5,30,0,0.0,26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.46269688248599505,214,0.350412099309683,372,0.0350908454902034,75.0,0.1768911581258766,0.0002207886407218651,181.0,0.0009741022326625197,209,14,795,3,1.0,29,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.5837569514835362,176,0.3684668298590488,154,0.015209379456058983,86.0,0.5730625837530385,0.00023334762555549414,192.0,0.001029180571153801,136,19,466,5,0.0,33,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.37154404801271906,49,0.3402543815165657,63,0.0,67.0,0.0027387153149397046,0.00010951212464970338,168.0,0.0004920185329883355,30,16,142,0,0.0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2803187240895875,40,0.3210595922048578,52,0.0,81.0,0.1685456860578465,0.0031496775051581077,186.0,0.01116012135345068,42,19,134,1,1.0,30,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5695412094246031,816,0.365381973049232,655,0.06914927042932469,85.0,1.34063760233829,0.0003050070739465088,192.0,0.001447306329981921,463,37,1934,13,0.0,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.6086093914951145,380,0.35742144680097515,1217,0.008941676003147242,75.0,0.40404780902952286,0.00047004182272929494,181.0,0.002419020817935371,377,119,1974,4,0.0,38,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5797652946713147,532,0.36759006253132315,725,0.0854039720326095,73.0,0.9874753386062265,0.0002777045947220096,182.0,0.0012642697221542634,437,145,1694,5,0.0,27,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.5896106243635526,100,0.3403071775410488,153,0.0,80.0,0.026096726685324673,0.00018092790272097132,193.0,0.0008391723824178443,76,0,329,0,0.0,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.6019821451201524,20,0.3696282799810121,12,0.0,81.0,0.09677762767098937,0.00021377908851383245,188.0,0.0009769435257293126,9,0,41,2,1.0,27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.4362863710945095,312,0.34191120810802367,885,0.0,69.0,0.18758091010488806,0.0002698525818958677,176.0,0.0014856113204857813,157,57,1354,0,1.0,29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.36047264979027394,361,0.33724854199880744,613,0.0027378973835899103,72.0,0.3267820885969457,0.00097805112166008,176.0,0.004886572097511447,391,360,1365,1,1.0,27,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.3359668924003005,80,0.33662816264272066,117,0.002669027996202468,74.0,0.07206375589746664,5.454025113076401e-05,180.0,0.00022506163657901723,55,53,252,2,0.0,26,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.36126696249873297,122,0.33880955851710115,96,0.005652059286075815,79.0,0.19499604536961543,8.174693654613943e-05,187.0,0.0003651832893972656,53,18,271,2,0.0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.35175489846368685,800,0.3361623960444567,745,0.03003514293938186,76.0,0.5600350558171949,0.0001953913124541141,184.0,0.0008018814932464621,663,149,2208,5,1.0,37,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.3702933536135303,770,0.33831049769977917,988,0.0,84.0,0.31493479915386996,0.00021647669236131594,186.0,0.0008933181176912785,847,844,2605,0,0.0,32,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.4290839690823904,95,0.3544034897751983,325,0.0,74.0,0.2542859856039264,0.0005704462386238163,180.0,0.0029999463038098482,94,79,514,0,1.0,33,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7003898883729569,176,0.3827494451829881,165,0.0,72.0,0.31828914621506876,0.0004003644631940775,178.0,0.001823996510652735,112,16,453,1,0.0,28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.3881316295570526,410,0.3405044174446933,655,0.010427830310744526,74.0,0.06282605144221921,0.0001278658454674607,184.0,0.0005779306625449344,307,402,1372,1,0.0,26,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.33596689240030053,78,0.3366281626427214,82,0.006933969639618783,86.0,0.03466984819809392,5.454025113076394e-05,189.0,0.0002250616365790172,89,0,249,1,0.0,27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.36561337188885895,920,0.3388996556826147,883,0.0,70.0,0.5855487890689749,0.00012427021352663672,180.0,0.0005410856609594148,569,44,2372,1,0.0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.42126288049423954,954,0.34419466587188935,1263,0.007055192885066664,82.0,0.2895184791094536,0.0003178011800999543,184.0,0.0015251507282717392,702,583,2919,1,0.0,33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.33596689240030286,461,0.33662816264272166,674,0.0022955462629454674,69.0,0.379912906517474,5.4540251130764136e-05,172.0,0.00022506163657901688,396,199,1531,5,0.0,32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.36482832907898627,542,0.3389793773204386,1356,0.005719345706148146,77.0,0.18408602862663967,7.853652793781939e-05,185.0,0.00034067883273517456,498,117,2396,1,0.0,32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.41084161238484646,259,0.3343412153353895,189,0.0,72.0,0.0812549851056676,0.0002563904121213154,179.0,0.0012798194557936398,155,129,603,0,0.0,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5330590127251977,613,0.35794692646894305,810,0.0,67.0,0.2870968988098173,0.0005168190501064899,169.0,0.002490758396645735,450,223,1873,1,0.0,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.5919609096565368,104,0.36914256171940313,116,0.0,83.0,0.2542139137655573,0.00040469552597497885,187.0,0.0019951094024053635,56,15,276,0,0.0,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.6079132289988213,491,0.3535330029939625,815,0.006890237916009401,69.0,0.19893427161847327,0.00037695411852835893,172.0,0.0019387533180061085,444,334,1750,2,0.0,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5907298218793916,316,0.36969585539937255,373,0.0,84.0,0.27679643507297863,0.00030465844162513216,188.0,0.0013776048287042972,211,211,900,4,0.0,36,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.5287505394376479,976,0.3505785205235657,1246,0.0022419835168100734,81.0,0.393180288823504,0.0003222553954728754,174.0,0.0017016179520508198,674,838,2896,3,0.0,37,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.38729295734457225,173,0.3305084767540625,195,0.012970922392561672,76.0,0.0829259644010851,0.00010571572366724984,183.0,0.0004990454567217026,96,50,464,1,0.0,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3769714586439501,1071,0.3299923633288869,1142,0.0,70.0,0.2117266823613921,5.010546402106671e-05,170.0,0.00023301571967953273,835,982,3048,2,0.0,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5755227414921994,1182,0.3667972561533851,1268,0.02955858835162105,71.0,0.8585840095370075,0.0002537510325725054,180.0,0.0011251161431452728,687,100,3137,7,0.0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.6088795042723996,379,0.3690884199138625,1438,0.02184429426279963,70.0,0.5044303151297095,0.0005859547072473127,180.0,0.003118548815421406,449,365,2266,6,0.0,29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5908018899167339,306,0.3694901252313964,283,0.0,68.0,0.2562786869401853,0.0002518527670943485,172.0,0.0011201365667503984,190,190,779,1,1.0,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.5891252702262219,306,0.36934196764511223,393,0.0,84.0,0.4070398244196312,0.00023626080613426022,192.0,0.0010310780105532102,264,68,963,0,0.0,34,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.5304348131664145,95,0.34067681013679274,383,0.030756856450561216,64.0,0.3373533936831981,0.0011892870019816267,175.0,0.005480646492535108,200,3,678,1,1.0,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.3499123225448457,1049,0.33400056504858666,569,0.018216202240658112,73.0,0.2209811432508946,0.00014724910683748202,184.0,0.000589031991034543,653,351,2271,3,0.0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.39953863778314186,31,0.3364655838412824,51,0.0,81.0,0.03738018093431378,0.0003647162825935826,184.0,0.0016618751250981629,30,0,112,0,0.0,27,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3491226172217145,452,0.33571745417173643,415,0.0,65.0,0.26106221538662755,0.00017946705028487012,174.0,0.0007358513837444566,408,140,1275,0,0.0,29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.394996717180019,1603,0.3417394987016706,3242,0.0071486841099061595,77.0,0.6047869373897514,0.0002504264093598789,180.0,0.0010565562065389452,1456,71,6301,2,0.0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5953843572839693,509,0.36868374401069787,559,0.0,68.0,0.47250239617504375,0.00036745630194563733,176.0,0.0018054966834094419,398,410,1466,0,0.0,26,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.5204002228454563,331,0.3527359636507905,428,0.02255051415596591,78.0,0.4724676340955648,0.0004185533346631097,184.0,0.0023328072289833554,261,67,1020,6,0.0,34,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.3549433097872108,1593,0.3278537368023837,1267,0.0,78.0,0.369646977547311,2.6309867015870843e-05,178.0,0.00011289636295276012,733,56,3593,0,0.0,32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5971399112751461,126,0.35829544436647554,65,0.0,74.0,0.19859908474146373,0.0003974230094812773,180.0,0.002101338406004659,65,13,256,0,0.0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.574655341283711,1020,0.3676639734115202,1250,0.036316273395079604,74.0,0.9142756963115668,0.00024055529996194823,176.0,0.0010752681426506698,845,168,3115,5,0.0,35,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.38488637497386646,119,0.34115204780140496,96,0.02423765964118998,85.0,0.15495822849399907,0.00015400284201925934,190.0,0.0007218105614062372,54,14,269,4,1.0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.43995570484032404,340,0.3497078363235028,329,0.0,74.0,0.21502862444495566,0.00033715048695537027,177.0,0.001871190679927142,241,14,910,1,0.0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.41795186016061237,1140,0.33597134071672247,1724,0.009793572402414602,70.0,0.518039015387398,0.00026251580524418286,175.0,0.0014133874399470158,556,318,3420,6,1.0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.5882973115445465,409,0.36989359418717355,360,0.0027854386794526624,72.0,0.7632101981700306,0.00022948964086646361,173.0,0.0010016473064931057,263,203,1032,1,0.0,33,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.585545299475161,465,0.3689108930546036,374,0.0024075148385218994,82.0,0.5314175991833888,0.00024481617844790567,184.0,0.0010753394507259926,220,192,1059,2,0.0,36,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.5837293024339693,1247,0.3687534671681098,1152,0.05482836245331347,80.0,0.33086825549133686,0.00030522393474961254,184.0,0.001320098071624149,834,4,3233,5,0.0,37,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
